# ----------------------------------------
# 1 Master View
# Webanalytics_Analyse
# 20100101-20181217
# ----------------------------------------

Default Channel Grouping (Standard-Channelgruppierung),Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Durchschnittl. Sitzungsdauer,Eindeutige Ereignisse,Hinzufügungen des Produkts zum Einkaufswagen,Purchase Completed (Abschlüsse für Zielvorhaben 1),E-Commerce-Conversion-Rate,Durchschn. Preis,Durchschn. Bestellwert,Gesamtwert,Umsatz
Referral,35-44,Singapore,"34,42 %",303,"8,99",00:05:14,692,224,50,"9,31 %","65,56 $","230,23 $","9.899,78 $","9.899,78 $"
Social,65+,United States,"34,07 %",3.397,"3,72",00:02:15,1.118,101,7,"0,20 %","3,08 $","3,08 $","21,57 $","21,57 $"
Direct,25-34,United States,"33,67 %",49.519,"6,43",00:03:38,66.275,19.800,3.506,"4,78 %","10,08 $","190,08 $","643.039,85 $","643.039,85 $"
Social,25-34,United States,"33,63 %",16.756,"3,99",00:02:09,7.552,1.053,137,"0,75 %","55,13 $","130,06 $","17.818,28 $","17.818,28 $"
Direct,25-34,(not set),"33,33 %",79,"3,87",00:01:42,79,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Morocco,"33,33 %",72,"2,32",00:00:50,50,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Norway,"33,33 %",108,"7,29",00:04:22,325,137,7,"3,59 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Finland,"33,33 %",101,"7,01",00:02:58,87,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Vietnam,"33,33 %",87,"1,99",00:01:28,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Georgia,"33,33 %",79,"1,91",00:00:23,22,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,Albania,"33,33 %",79,"2,40",00:00:48,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Canada,"32,88 %",2.344,"7,17",00:03:19,3.001,692,14,"0,52 %","82,43 $","82,43 $","1.154,05 $","1.154,05 $"
Referral,25-34,Singapore,"32,80 %",902,"7,11",00:04:24,1.522,757,22,"1,03 %","120,95 $","371,48 $","5.200,69 $","5.200,69 $"
Referral,25-34,Taiwan,"32,69 %",1.262,"6,73",00:06:31,1.565,404,7,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Israel,"32,58 %",231,"7,52",00:04:11,498,195,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,United States,"32,53 %",9.594,"6,59",00:03:14,12.140,2.416,260,"2,23 %","8,43 $","46,74 $","12.151,25 $","12.151,25 $"
Direct,25-34,Canada,"32,53 %",3.001,"6,89",00:03:40,3.441,757,151,"3,94 %","15,59 $","275,93 $","41.665,78 $","41.665,78 $"
Branded Paid Search,55-64,United States,"32,22 %",137,"7,69",00:03:21,332,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Philippines,"32,18 %",144,"5,64",00:03:06,144,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Malaysia,"32,18 %",79,"6,07",00:05:18,137,94,7,"3,47 %","77,71 $","244,22 $","1.709,54 $","1.709,54 $"
Affiliates,25-34,Mexico,"32,14 %",151,"4,16",00:04:33,173,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,United States,"31,87 %",31.847,"6,53",00:03:38,42.364,13.554,2.604,"5,90 %","17,66 $","181,57 $","492.422,08 $","492.422,08 $"
Referral,25-34,Switzerland,"31,86 %",527,"5,43",00:01:58,606,94,14,"2,13 %","12,59 $","81,60 $","1.142,44 $","1.142,44 $"
Referral,35-44,Australia,"31,81 %",418,"6,76",00:04:31,606,224,22,"2,37 %","50,50 $","284,99 $","3.989,87 $","3.989,87 $"
Direct,35-44,Russia,"31,72 %",317,"4,65",00:04:56,339,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Ghana,"31,45 %",159,"2,40",00:02:45,22,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Belarus,"31,39 %",115,"4,37",00:02:29,123,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Ecuador,"31,30 %",101,"12,61",00:05:49,289,130,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Oman,"30,85 %",173,"3,22",00:01:51,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,United States,"30,75 %",59.719,"6,43",00:03:09,74.102,16.244,1.414,"1,74 %","9,89 $","63,45 $","86.989,18 $","86.989,18 $"
Social,18-24,United States,"30,71 %",18.574,"3,95",00:02:10,7.163,527,50,"0,26 %","33,19 $","71,32 $","3.566,17 $","3.566,17 $"
Referral,35-44,Ireland,"30,67 %",325,"4,77",00:03:17,252,43,7,"1,87 %","122,63 $","122,63 $","858,38 $","858,38 $"
Organic Search,45-54,Slovakia,"30,56 %",72,"4,31",00:02:54,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Canada,"30,07 %",4.876,"7,26",00:03:36,6.939,1.681,108,"1,63 %","5,98 $","236,82 $","23.918,69 $","23.918,69 $"
Referral,25-34,Hong Kong,"29,90 %",353,"7,49",00:06:17,606,94,7,"1,39 %","153,54 $","153,54 $","1.074,78 $","1.074,78 $"
Affiliates,25-34,Hong Kong,"29,86 %",137,"2,81",00:02:02,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Canada,"29,75 %",6.766,"6,79",00:03:08,8.613,2.099,7,"0,08 %","13,71 $","50,46 $","353,23 $","353,23 $"
Organic Search,18-24,Venezuela,"29,49 %",317,"7,38",00:03:45,224,65,14,"3,59 %","23,80 $","82,75 $","1.158,52 $","1.158,52 $"
Affiliates,25-34,Thailand,"29,27 %",115,"5,22",00:02:52,87,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,United States,"29,25 %",22.715,"7,60",00:03:30,33.282,8.569,931,"3,49 %","6,15 $","92,67 $","93.598,19 $","93.598,19 $"
Organic Search,35-44,United States,"29,17 %",50.882,"7,25",00:03:27,81.892,20.053,1.984,"2,77 %","13,25 $","160,28 $","312.218,31 $","312.218,31 $"
Referral,35-44,India,"29,08 %",339,"5,66",00:04:19,325,29,22,"4,92 %","75,41 $","99,41 $","2.186,92 $","2.186,92 $"
Referral,25-34,Ireland,"28,93 %",974,"5,09",00:03:02,830,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Israel,"28,83 %",231,"4,03",00:02:41,166,14,7,"2,55 %","153,54 $","153,54 $","1.074,78 $","1.074,78 $"
Direct,25-34,El Salvador,"28,71 %",72,"10,43",00:04:03,159,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Canada,"28,59 %",512,"8,55",00:04:51,700,151,7,"0,87 %","107,17 $","107,17 $","750,18 $","750,18 $"
Organic Search,25-34,United States,"28,20 %",86.819,"7,25",00:03:22,129.327,30.678,2.972,"2,53 %","7,92 $","164,43 $","492.299,10 $","492.299,10 $"
Organic Search,25-34,Canada,"28,07 %",8.916,"6,58",00:03:03,10.914,2.517,72,"0,84 %","8,06 $","260,31 $","24.468,77 $","24.468,77 $"
Referral,25-34,Canada,"28,02 %",1.782,"7,42",00:03:27,2.460,642,79,"2,61 %","25,62 $","297,88 $","21.447,49 $","21.447,49 $"
Direct,35-44,South Africa,"27,85 %",72,"6,57",00:02:03,50,14,7,"8,86 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,United Arab Emirates,"27,04 %",87,"4,67",00:01:36,101,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Australia,"26,69 %",231,"5,95",00:02:47,209,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Switzerland,"26,60 %",130,"6,90",00:03:54,159,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,El Salvador,"26,53 %",188,"6,57",00:03:24,310,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,65+,United States,"26,09 %",1.306,"8,64",00:04:10,2.517,700,151,"7,13 %","12,79 $","246,44 $","35.487,11 $","35.487,11 $"
Referral,18-24,Ireland,"25,48 %",224,"5,56",00:04:48,202,58,7,"2,26 %","169,51 $","532,75 $","3.729,26 $","3.729,26 $"
Branded Paid Search,18-24,United States,"25,47 %",361,"12,60",00:03:58,1.197,115,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Venezuela,"25,22 %",87,"9,47",00:06:55,238,7,7,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Taiwan,"24,94 %",555,"7,00",00:04:27,815,151,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,Israel,"24,86 %",130,"4,38",00:04:31,108,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Guatemala,"23,67 %",195,"12,40",00:08:16,390,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Kuwait,"23,67 %",72,"2,27",00:00:44,94,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Switzerland,"23,67 %",224,"5,56",00:04:07,180,22,7,"2,86 %","81,41 $","162,81 $","1.139,70 $","1.139,70 $"
Organic Search,18-24,Cyprus,"23,40 %",94,"3,46",00:00:55,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Finland,"23,15 %",173,"4,21",00:03:32,144,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Chile,"22,31 %",115,"8,88",00:04:51,202,36,7,"5,38 %","2,71 $","111,07 $","777,52 $","777,52 $"
Organic Search,18-24,Costa Rica,"21,17 %",101,"6,00",00:06:08,151,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Guatemala,"21,17 %",108,"12,27",00:03:31,180,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Branded Paid Search,35-44,United States,"21,15 %",454,"16,06",00:04:09,1.955,714,14,"1,96 %","7,54 $","228,39 $","3.197,50 $","3.197,50 $"
Referral,55-64,United States,"20,68 %",2.957,"8,94",00:04:43,7.379,1.897,390,"7,94 %","42,08 $","168,29 $","64.288,46 $","64.288,46 $"
Referral,35-44,Canada,"20,67 %",938,"8,09",00:04:32,1.854,938,87,"5,03 %","13,82 $","219,79 $","17.363,41 $","17.363,41 $"
Affiliates,18-24,Canada,"20,57 %",130,"8,28",00:07:11,346,101,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Branded Paid Search,45-54,United States,"20,50 %",231,"12,45",00:04:12,729,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Panama,"20,37 %",108,"8,08",00:05:08,137,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Branded Paid Search,65+,United States,"17,89 %",79,"13,08",00:07:18,202,36,7,"5,69 %","13,31 $","48,53 $","339,74 $","339,74 $"
Organic Search,65+,Philippines,"17,72 %",79,"4,94",00:05:24,79,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Macedonia (FYROM),"16,07 %",216,"2,42",00:01:20,65,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,United States,"15,93 %",11.346,"9,38",00:04:56,29.473,10.185,1.976,"10,57 %","21,94 $","175,66 $","357.288,60 $","357.288,60 $"
Referral,18-24,United States,"15,87 %",20.219,"9,57",00:04:38,48.603,14.297,2.416,"7,18 %","24,61 $","125,23 $","295.418,54 $","295.418,54 $"
Branded Paid Search,25-34,United States,"15,30 %",649,"13,75",00:05:18,2.222,801,14,"2,12 %","10,68 $","94,28 $","2.074,17 $","2.074,17 $"
Referral,25-34,United States,"14,83 %",67.343,"9,73",00:04:52,200.500,65.893,11.649,"9,19 %","19,32 $","167,65 $","1.959.048,63 $","1.959.048,63 $"
Referral,35-44,United States,"14,82 %",40.531,"9,49",00:04:47,118.391,40.185,7.819,"10,23 %","21,22 $","197,64 $","1.515.482,86 $","1.515.482,86 $"
Organic Search,35-44,Puerto Rico,"12,96 %",72,"5,28",00:05:15,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
